channel	title	pubdate	fileno	source	url	local_rel	status
zwgk/gsgg	关于平潭飞德电气设备有限公司等28家企业吊销的听证告知公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210609_26544.htm	zwgk/gsgg/202106/26544_关于平潭飞德电气设备有限公司等28家企业吊销的听证告知公告/page.txt	done
zwgk/gsgg	平潭海峡二桥二线通道竣工规划条件核实公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26530.htm	zwgk/gsgg/202106/26530_平潭海峡二桥二线通道竣工规划条件核实公示/page.txt	done
zwgk/gsgg	碧桂园悦岚湾建设工程规划许可证批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26527.htm	zwgk/gsgg/202106/26527_碧桂园悦岚湾建设工程规划许可证批后公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26526.htm	zwgk/gsgg/202106/26526_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26525.htm	zwgk/gsgg/202106/26525_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26524.htm	zwgk/gsgg/202106/26524_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告/page.txt	done
zwgk/gsgg	总 平 规 划 方 案 变 更 公 示（协 力 锦 绣 城）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26522.htm	zwgk/gsgg/202106/26522_总 平 规 划 方 案 变 更 公 示（协 力 锦 绣 城）/page.txt	done
zwgk/gsgg	平潭综合实验区质量计量检测中心关于办公室改造的询价公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210607_26521.htm	zwgk/gsgg/202106/26521_平潭综合实验区质量计量检测中心关于办公室改造的询价公告/page.txt	done
zwgk/gsgg	平潭综合实验区党工委党群工作部关于福建省民营企业党建工作先进单位拟推荐名单的公示			平潭综合实验区党工委党群工作部	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210605_26514.htm	zwgk/gsgg/202106/26514_平潭综合实验区党工委党群工作部关于福建省民营企业党建工作先进单位拟推荐名单的公示/page.txt	done
zwgk/gsgg	岚南渡5号船舶装修改造及维修服务项目招标公告			旅游集团有限公司	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26509.htm	zwgk/gsgg/202106/26509_岚南渡5号船舶装修改造及维修服务项目招标公告/page.txt	done
zwgk/gsgg	个人住宅建设工程规划许可证批后公示（游鹏程）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26505.htm	zwgk/gsgg/202106/26505_个人住宅建设工程规划许可证批后公示（游鹏程）/page.txt	done
zwgk/gsgg	个人住宅建设工程规划许可证批后公示（陈蔚）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26504.htm	zwgk/gsgg/202106/26504_个人住宅建设工程规划许可证批后公示（陈蔚）/page.txt	done
zwgk/gsgg	林文、陈瑞银、林佃桂个人自建房续建（改建）批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26503.htm	zwgk/gsgg/202106/26503_林文、陈瑞银、林佃桂个人自建房续建（改建）批后公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26502.htm	zwgk/gsgg/202106/26502_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告/page.txt	done
zwgk/gsgg	用地预审与选址意见书公示（用字第3501282021000018-3501282021000032号）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26501.htm	zwgk/gsgg/202106/26501_用地预审与选址意见书公示（用字第3501282021000018-3501282/page.txt	done
zwgk/gsgg	平潭综合实验区党工委   平潭综合实验区管委会关于福建省优秀民营企业家和福建省优秀民营企业拟推荐名单的公示			平潭综合实验区经济发展局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26499.htm	zwgk/gsgg/202106/26499_平潭综合实验区党工委 平潭综合实验区管委会关于福建省优秀民营企业家和福建省优/page.txt	done
zwgk/gsgg	关于犬类狂犬病疫苗接种点信息的公告			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210604_26494.htm	zwgk/gsgg/202106/26494_关于犬类狂犬病疫苗接种点信息的公告/page.txt	done
zwgk/gsgg	平潭综合实验区市场监督管理局拟撤销登记告知公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210603_26487.htm	zwgk/gsgg/202106/26487_平潭综合实验区市场监督管理局拟撤销登记告知公告/page.txt	done
zwgk/gsgg	个人住宅批前公示(冯平、林香清、林香华、林友雄、陈仁香、张纬传、张纬宁等七户)			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210603_26486.htm	zwgk/gsgg/202106/26486_个人住宅批前公示(冯平、林香清、林香华、林友雄、陈仁香、张纬传、张纬宁等七户)/page.txt	done
zwgk/gsgg	平潭综合实验区质量计量检测中心关于暂停受理计量检定服务的通告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210603_26485.htm	zwgk/gsgg/202106/26485_平潭综合实验区质量计量检测中心关于暂停受理计量检定服务的通告/page.txt	done
zwgk/gsgg	平潭综合实验区台胞台企服务中心关于公开选聘法律顾问的公告			平潭综合实验区台胞台企服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210602_26483.htm	zwgk/gsgg/202106/26483_平潭综合实验区台胞台企服务中心关于公开选聘法律顾问的公告/page.txt	done
zwgk/gsgg	关于2021年第一季度平潭综合实验区突发环境事件情况的公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210602_26456.htm	zwgk/gsgg/202106/26456_关于2021年第一季度平潭综合实验区突发环境事件情况的公示/page.txt	done
zwgk/gsgg	2020年度平潭综合实验区突发环境事件应急预案备案企业清单			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210602_26455.htm	zwgk/gsgg/202106/26455_2020年度平潭综合实验区突发环境事件应急预案备案企业清单/page.txt	done
zwgk/gsgg	公示			平潭综合实验区经济发展局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210602_26451.htm	zwgk/gsgg/202106/26451_公示/page.txt	done
zwgk/gsgg	林孔忠、林我秀、周祖太个人自建房续建（改建）批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210601_26447.htm	zwgk/gsgg/202106/26447_林孔忠、林我秀、周祖太个人自建房续建（改建）批后公示/page.txt	done
zwgk/gsgg	万吨冷链产业园(变更)建设工程规划许可证批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202106/t20210601_26446.htm	zwgk/gsgg/202106/26446_万吨冷链产业园(变更)建设工程规划许可证批后公示/page.txt	done
zwgk/gsgg	平潭综合实验区君山片区管理局关于《平潭综合实验区君山片区坑北村村庄规划（2020-2035）》的公示			平潭综合实验区君山片区管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210531_26438.htm	zwgk/gsgg/202105/26438_平潭综合实验区君山片区管理局关于《平潭综合实验区君山片区坑北村村庄规划（2020/page.txt	done
zwgk/gsgg	项目海域使用论证报告书和用海情况公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210531_26437.htm	zwgk/gsgg/202105/26437_项目海域使用论证报告书和用海情况公示/page.txt	done
zwgk/gsgg	平潭综合实验区食安“一品一码”信息追溯管理平台维护服务项目询价公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210527_26390.htm	zwgk/gsgg/202105/26390_平潭综合实验区食安“一品一码”信息追溯管理平台维护服务项目询价公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210526_26333.htm	zwgk/gsgg/202105/26333_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	平潭综合实验区质量计量检测中心关于扩项试剂耗材的询价公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210525_26320.htm	zwgk/gsgg/202105/26320_平潭综合实验区质量计量检测中心关于扩项试剂耗材的询价公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告（地下水污染防治规划）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210525_26319.htm	zwgk/gsgg/202105/26319_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告（地下水污染防治规/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告（土壤污染防治“十四五”规划）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210525_26318.htm	zwgk/gsgg/202105/26318_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告（土壤污染防治“十/page.txt	done
zwgk/gsgg	福建省科技重大专项课题-木麻黄人工林精准定向培育技术研究试验林项目苗木培育事项（合同包二）重新招标公告			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210525_26317.htm	zwgk/gsgg/202105/26317_福建省科技重大专项课题-木麻黄人工林精准定向培育技术研究试验林项目苗木培育事项（/page.txt	done
zwgk/gsgg	福建省科技重大专项课题- 木麻黄人工林精准定向培育技术研究试验林项目 苗木培育事项（合同包二）重新招标公告			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210525_26315.htm	zwgk/gsgg/202105/26315_福建省科技重大专项课题- 木麻黄人工林精准定向培育技术研究试验林项目 苗木培育事/page.txt	done
zwgk/gsgg	项目海域使用论证报告书和用海情况公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210524_26311.htm	zwgk/gsgg/202105/26311_项目海域使用论证报告书和用海情况公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210524_26292.htm	zwgk/gsgg/202105/26292_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210524_26291.htm	zwgk/gsgg/202105/26291_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210524_26290.htm	zwgk/gsgg/202105/26290_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210524_26289.htm	zwgk/gsgg/202105/26289_平潭综合实验区自然资源与生态环境局自行采购项目采购成交结果公告/page.txt	done
zwgk/gsgg	项目海域使用论证报告书和用海情况公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210521_26277.htm	zwgk/gsgg/202105/26277_项目海域使用论证报告书和用海情况公示/page.txt	done
zwgk/gsgg	平潭县人民政府关于拆除清理11处非法围填海及相关构筑物设施的通告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210521_26276.htm	zwgk/gsgg/202105/26276_平潭县人民政府关于拆除清理11处非法围填海及相关构筑物设施的通告/page.txt	done
zwgk/gsgg	林香昌个人住宅竣工规划条件核实公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210520_26265.htm	zwgk/gsgg/202105/26265_林香昌个人住宅竣工规划条件核实公示/page.txt	done
zwgk/gsgg	林文、陈瑞银个人住宅变更公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210520_26264.htm	zwgk/gsgg/202105/26264_林文、陈瑞银个人住宅变更公示/page.txt	done
zwgk/gsgg	个人住宅变更公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210520_26263.htm	zwgk/gsgg/202105/26263_个人住宅变更公示/page.txt	done
zwgk/gsgg	平潭综合实验区经济发展局关于福建省制造业单项冠军企业（产品）拟奖励企业名单的公示			平潭综合实验区经济发展局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210520_26255.htm	zwgk/gsgg/202105/26255_平潭综合实验区经济发展局关于福建省制造业单项冠军企业（产品）拟奖励企业名单的公示/page.txt	done
zwgk/gsgg	平潭综合实验区市场监督管理局关于召开将军山等景区门票收费标准定价听证会的第二次公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210520_26237.htm	zwgk/gsgg/202105/26237_平潭综合实验区市场监督管理局关于召开将军山等景区门票收费标准定价听证会的第二次公/page.txt	done
zwgk/gsgg	平潭综合实验区农业农村局关于拨付2020年1月1日-12月31日屠宰环节病害猪无害化处理补助的公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210518_26212.htm	zwgk/gsgg/202105/26212_平潭综合实验区农业农村局关于拨付2020年1月1日-12月31日屠宰环节病害猪无/page.txt	done
zwgk/gsgg	公示			平潭综合实验区经济发展局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210518_26209.htm	zwgk/gsgg/202105/26209_公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于2020年度造林绿化补助专项资金绩效自评表报告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26207.htm	zwgk/gsgg/202105/26207_平潭综合实验区自然资源与生态环境局关于2020年度造林绿化补助专项资金绩效自评表/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于2020年度林业经济发展资金绩效自评表报告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26206.htm	zwgk/gsgg/202105/26206_平潭综合实验区自然资源与生态环境局关于2020年度林业经济发展资金绩效自评表报告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于2020年度森林生态效益补偿专项资金绩效自评表报告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26205.htm	zwgk/gsgg/202105/26205_平潭综合实验区自然资源与生态环境局关于2020年度森林生态效益补偿专项资金绩效自/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于2020年度森林资源保护专项资金绩效自评表报告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26204.htm	zwgk/gsgg/202105/26204_平潭综合实验区自然资源与生态环境局关于2020年度森林资源保护专项资金绩效自评表/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于中央财政林业专项资金绩效自评报告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26203.htm	zwgk/gsgg/202105/26203_平潭综合实验区自然资源与生态环境局关于中央财政林业专项资金绩效自评报告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局  关于城市规划管理技术规定（一）的通知			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210517_26201.htm	zwgk/gsgg/202105/26201_平潭综合实验区自然资源与生态环境局 关于城市规划管理技术规定（一）的通知/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于同意2021G005号宗地受让人变更补充合同的公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210514_26194.htm	zwgk/gsgg/202105/26194_平潭综合实验区自然资源与生态环境局关于同意2021G005号宗地受让人变更补充合/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源服务中心房屋拆除项目终止招标公告			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210514_26184.htm	zwgk/gsgg/202105/26184_平潭综合实验区自然资源服务中心房屋拆除项目终止招标公告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源服务中心关于木麻黄人工林精准定向培育技术研究试验林项目苗木培育事项（合同包二）流标公示			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210514_26177.htm	zwgk/gsgg/202105/26177_平潭综合实验区自然资源服务中心关于木麻黄人工林精准定向培育技术研究试验林项目苗木/page.txt	done
zwgk/gsgg	福建省平潭县烟草制品零售点合理布局规定			平潭县烟草专卖局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210513_26146.htm	zwgk/gsgg/202105/26146_福建省平潭县烟草制品零售点合理布局规定/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210513_26144.htm	zwgk/gsgg/202105/26144_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	林金和、薛理铨、张功灯、王谋兴、吴子春等五户个人住宅变更公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210512_26131.htm	zwgk/gsgg/202105/26131_林金和、薛理铨、张功灯、王谋兴、吴子春等五户个人住宅变更公示/page.txt	done
zwgk/gsgg	平潭综合实验区市场监督管理局关于延期召开将军山等景区门票收费标准定价听证会的公告			平潭综合实验区市场监督管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210512_26129.htm	zwgk/gsgg/202105/26129_平潭综合实验区市场监督管理局关于延期召开将军山等景区门票收费标准定价听证会的公告/page.txt	done
zwgk/gsgg	平潭综合实验区坛南湾水产食品有限公司承担的省海洋经济发展补助项目验收结果的公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210510_26115.htm	zwgk/gsgg/202105/26115_平潭综合实验区坛南湾水产食品有限公司承担的省海洋经济发展补助项目验收结果的公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源服务中心房屋拆除工程评标结果公示			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210510_26114.htm	zwgk/gsgg/202105/26114_平潭综合实验区自然资源服务中心房屋拆除工程评标结果公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于终止2021G008宗地公开出让国有建设用地使用权的公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210508_26057.htm	zwgk/gsgg/202105/26057_平潭综合实验区自然资源与生态环境局关于终止2021G008宗地公开出让国有建设用/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局准予规划许可证变更决定书(附件)			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210508_26053.htm	zwgk/gsgg/202105/26053_平潭综合实验区自然资源与生态环境局准予规划许可证变更决定书(附件)/page.txt	done
zwgk/gsgg	平潭综合实验区清查整治专项行动协调机制小组办公室关于平潭综合实验区3栋违建别墅没收处置情况的公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210508_26052.htm	zwgk/gsgg/202105/26052_平潭综合实验区清查整治专项行动协调机制小组办公室关于平潭综合实验区3栋违建别墅没/page.txt	done
zwgk/gsgg	福州物联民用爆破器材有限公司平潭分公司“双随机”检查情况公示表			平潭综合实验区经济发展局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210507_26040.htm	zwgk/gsgg/202105/26040_福州物联民用爆破器材有限公司平潭分公司“双随机”检查情况公示表/page.txt	done
zwgk/gsgg	平潭综合实验区农业农村局关于第三批农业产业化区级重点龙头企业名单的公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210507_26039.htm	zwgk/gsgg/202105/26039_平潭综合实验区农业农村局关于第三批农业产业化区级重点龙头企业名单的公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源服务中心房屋拆除工程招标公告			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210506_26036.htm	zwgk/gsgg/202105/26036_平潭综合实验区自然资源服务中心房屋拆除工程招标公告/page.txt	done
zwgk/gsgg	平潭综合实验区君山片区管理局关于片区办公楼、食堂及健身房空调清洗消毒的询价公告			平潭综合实验区君山片区管理局	https://www.pingtan.gov.cn/zwgk/gsgg/202105/t20210506_26035.htm	zwgk/gsgg/202105/26035_平潭综合实验区君山片区管理局关于片区办公楼、食堂及健身房空调清洗消毒的询价公告/page.txt	done
zwgk/gsgg	平潭精神病防治院门诊、综合大楼及附属楼设施建设项目（变更）批前公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210430_26012.htm	zwgk/gsgg/202104/26012_平潭精神病防治院门诊、综合大楼及附属楼设施建设项目（变更）批前公示/page.txt	done
zwgk/gsgg	中福海峡建材城（中福广场、恒大名--12#、13#、15#、16#楼及其地下室（变更）建设工程规划许可证批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210430_26010.htm	zwgk/gsgg/202104/26010_中福海峡建材城（中福广场、恒大名--12#、13#、15#、16#楼及其地下室（/page.txt	done
zwgk/gsgg	中福海峡建材城（中福广场、恒大名--12#、13#、15#、16#楼及其地下室（变更）建设工程规划许可证批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210430_26009.htm	zwgk/gsgg/202104/26009_中福海峡建材城（中福广场、恒大名--12#、13#、15#、16#楼及其地下室（/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于规范全区涉渔场所取排水口海域使用行为的通告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210430_25995.htm	zwgk/gsgg/202104/25995_平潭综合实验区自然资源与生态环境局关于规范全区涉渔场所取排水口海域使用行为的通告/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局关于2021G003号宗地国有建设用地使用权先租后让成交公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210430_25985.htm	zwgk/gsgg/202104/25985_平潭综合实验区自然资源与生态环境局关于2021G003号宗地国有建设用地使用权先/page.txt	done
zwgk/gsgg	平潭综合实验区南部湾旅游度假区标识牌采购安装项目中标结果公示			旅游集团有限公司	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210423_25914.htm	zwgk/gsgg/202104/25914_平潭综合实验区南部湾旅游度假区标识牌采购安装项目中标结果公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局自行采购项目采购公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210423_25835.htm	zwgk/gsgg/202104/25835_平潭综合实验区自然资源与生态环境局自行采购项目采购公告/page.txt	done
zwgk/gsgg	关于实验区房地产出让地1户个人自建房续建（改建）名单的公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210423_25826.htm	zwgk/gsgg/202104/25826_关于实验区房地产出让地1户个人自建房续建（改建）名单的公示/page.txt	done
zwgk/gsgg	个人住宅建设工程规划许可证批后公示（魏惠钦）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210422_25797.htm	zwgk/gsgg/202104/25797_个人住宅建设工程规划许可证批后公示（魏惠钦）/page.txt	done
zwgk/gsgg	个人住宅建设工程规划许可证批后公示（杨光平、杨炜真）			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210422_25796.htm	zwgk/gsgg/202104/25796_个人住宅建设工程规划许可证批后公示（杨光平、杨炜真）/page.txt	done
zwgk/gsgg	福建省科技重大专项课题-木麻黄人工林精准定向培育技术研究试验林项目招标公告			平潭综合实验区自然资源服务中心	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210422_25768.htm	zwgk/gsgg/202104/25768_福建省科技重大专项课题-木麻黄人工林精准定向培育技术研究试验林项目招标公告/page.txt	done
zwgk/gsgg	宏裕混凝土新建项目工程建设工程规划许可证批后公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210422_25766.htm	zwgk/gsgg/202104/25766_宏裕混凝土新建项目工程建设工程规划许可证批后公示/page.txt	done
zwgk/gsgg	2020年平潭综合实验区种猪场 和规模猪场资金贷款贴息公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210421_25752.htm	zwgk/gsgg/202104/25752_2020年平潭综合实验区种猪场 和规模猪场资金贷款贴息公示/page.txt	done
zwgk/gsgg	平潭综合实验区农业农村局关于2020年度福建农村创新创业带头人人园名单公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210421_25751.htm	zwgk/gsgg/202104/25751_平潭综合实验区农业农村局关于2020年度福建农村创新创业带头人人园名单公示/page.txt	done
zwgk/gsgg	平潭综合实验区农业农村局 关于增补2021年度福建省农业产业化 省级重点龙头企业带动农户能力的公示			平潭综合实验区农业农村局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210421_25750.htm	zwgk/gsgg/202104/25750_平潭综合实验区农业农村局 关于增补2021年度福建省农业产业化 省级重点龙头企业/page.txt	done
zwgk/gsgg	关于实验区房地产出让地13户个人自建房续建（改建）名单的公示			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210421_25749.htm	zwgk/gsgg/202104/25749_关于实验区房地产出让地13户个人自建房续建（改建）名单的公示/page.txt	done
zwgk/gsgg	平潭综合实验区自然资源与生态环境局  关于2021G007号宗地公开出让  国有建设用地使用权的公告			平潭综合实验区自然资源与生态环境局	https://www.pingtan.gov.cn/zwgk/gsgg/202104/t20210421_25746.htm	zwgk/gsgg/202104/25746_平潭综合实验区自然资源与生态环境局 关于2021G007号宗地公开出让 国有/page.txt	done
