url	count	last_title	sample_from_doc
http://www.zhangzhou.gov.cn/	72659	漳州市政府网站	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
http://www.zznews.cn/	72659	闽南日报	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://beian.miit.gov.cn/	72659	闽ICP备09032658号	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://data.fujian.gov.cn/#/oportal/index	72659	数据开放	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://mbrb.greatwuyi.com/202311/02/node_1.html	72659	闽北日报	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.163.com/	72659	网易	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.cctv.com/	72659	央视国际	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.chinanews.com.cn/	72659	中国新闻网	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.creditchina.gov.cn/	72659	信用中国	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.fjrd.gov.cn/	72659	省人大	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.fujian.gov.cn/	72659	省政府	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.fujian.gov.cn/bsfw/mztapp/	72659	闽政通APP	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.fuzhou.gov.cn/	72659	福州市政府网站	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.gov.cn/	72659	国务院	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.np.gov.cn/	72659	南平市政府网站	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.ptnet.cn/	72659	平潭网	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.putian.gov.cn/	72659	莆田市政府网站	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.qzwb.com/	72659	泉州晚报	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.sm.gov.cn/	72659	三明市政府网站	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://www.sohu.com/	72659	搜狐	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://xy.fujian.gov.cn/#/home	72659	信用福建	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
https://zwfw.fujian.gov.cn/indexMain?type=1&siteUnid=EC4BF9378FEEB8761D62BEDFF8EDE105	72659	福建网上办事大厅	https://www.pingtan.gov.cn/zwgk/ghxx/gzjzqk/202303/t20230329_45634.htm
http://pt.fjbz.org.cnx1e49966f83868.ipv6best.cn:8060/	602	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
http://www.acas.org.cnx7a72966f83868.ipv6best.cn/	602	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
https://27-151-80-61xe076966f83868xx.ipv6best.cn:91/#/double-publicity-info	602	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
https://bszs-conac-cnxe103966f83868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	602		https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
https://credit-xm-gov-cnxd4a4966f83868xx.ipv6best.cn/	602	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
https://fjrb-fjdaily-comx2d93966f83868xx.ipv6best.cn/pc/col/202311/02/node_01.html	602	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
https://www-beian-gov-cnx45c8966f83868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	602	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/dfxfgzfgzh/201203/t20120322_53725.htm
http://pt.fjbz.org.cnx1e49968613868.ipv6best.cn:8060/	569	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
http://www.acas.org.cnx7a72968613868.ipv6best.cn/	569	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
https://27-151-80-61xe076968613868xx.ipv6best.cn:91/#/double-publicity-info	569	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
https://bszs-conac-cnxe103968613868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	569		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
https://credit-xm-gov-cnxd4a4968613868xx.ipv6best.cn/	569	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
https://fjrb-fjdaily-comx2d93968613868xx.ipv6best.cn/pc/col/202311/02/node_01.html	569	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
https://www-beian-gov-cnx45c8968613868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	569	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/201510/t20151028_58955.htm
http://pt.fjbz.org.cnx1e49968303868.ipv6best.cn:8060/	554	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
http://www.acas.org.cnx7a72968303868.ipv6best.cn/	554	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
https://27-151-80-61xe076968303868xx.ipv6best.cn:91/#/double-publicity-info	554	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
https://bszs-conac-cnxe103968303868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	554		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
https://credit-xm-gov-cnxd4a4968303868xx.ipv6best.cn/	554	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
https://fjrb-fjdaily-comx2d93968303868xx.ipv6best.cn/pc/col/202311/02/node_01.html	554	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
https://www-beian-gov-cnx45c8968303868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	554	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202212/t20221207_77408.htm
http://pt.fjbz.org.cnx1e49968443868.ipv6best.cn:8060/	538	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
http://www.acas.org.cnx7a72968443868.ipv6best.cn/	538	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
https://27-151-80-61xe076968443868xx.ipv6best.cn:91/#/double-publicity-info	538	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
https://bszs-conac-cnxe103968443868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	538		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
https://credit-xm-gov-cnxd4a4968443868xx.ipv6best.cn/	538	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
https://fjrb-fjdaily-comx2d93968443868xx.ipv6best.cn/pc/col/202311/02/node_01.html	538	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
https://www-beian-gov-cnx45c8968443868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	538	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202007/t20200717_70716.htm
http://pt.fjbz.org.cnx1e49966f13868.ipv6best.cn:8060/	513	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
http://www.acas.org.cnx7a72966f13868.ipv6best.cn/	513	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
https://27-151-80-61xe076966f13868xx.ipv6best.cn:91/#/double-publicity-info	513	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
https://bszs-conac-cnxe103966f13868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	513		https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
https://credit-xm-gov-cnxd4a4966f13868xx.ipv6best.cn/	513	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
https://fjrb-fjdaily-comx2d93966f13868xx.ipv6best.cn/pc/col/202311/02/node_01.html	513	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
https://www-beian-gov-cnx45c8966f13868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	513	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/gwhwj/gmjjhshfzg/202001/t20200108_69622.htm
http://pt.fjbz.org.cnx1e49968493868.ipv6best.cn:8060/	507	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
http://www.acas.org.cnx7a72968493868.ipv6best.cn/	507	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
https://27-151-80-61xe076968493868xx.ipv6best.cn:91/#/double-publicity-info	507	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
https://bszs-conac-cnxe103968493868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	507		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
https://credit-xm-gov-cnxd4a4968493868xx.ipv6best.cn/	507	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
https://fjrb-fjdaily-comx2d93968493868xx.ipv6best.cn/pc/col/202311/02/node_01.html	507	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
https://www-beian-gov-cnx45c8968493868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	507	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/12czysjsbg/201912/t20191224_69257.htm
http://pt.fjbz.org.cnx1e49967cb3868.ipv6best.cn:8060/	488	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
http://www.acas.org.cnx7a72967cb3868.ipv6best.cn/	488	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
https://27-151-80-61xe076967cb3868xx.ipv6best.cn:91/#/double-publicity-info	488	信用平潭	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
https://bszs-conac-cnxe103967cb3868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	488		https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
https://credit-xm-gov-cnxd4a4967cb3868xx.ipv6best.cn/	488	信用厦门	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
https://fjrb-fjdaily-comx2d93967cb3868xx.ipv6best.cn/pc/col/202311/02/node_01.html	488	福建日报	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
https://www-beian-gov-cnx45c8967cb3868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	488	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202312/t20231215_83334.htm
http://pt.fjbz.org.cnx1e499676d3868.ipv6best.cn:8060/	484	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
http://www.acas.org.cnx7a729676d3868.ipv6best.cn/	484	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
https://27-151-80-61xe0769676d3868xx.ipv6best.cn:91/#/double-publicity-info	484	信用平潭	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
https://bszs-conac-cnxe1039676d3868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	484		https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
https://credit-xm-gov-cnxd4a49676d3868xx.ipv6best.cn/	484	信用厦门	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
https://fjrb-fjdaily-comx2d939676d3868xx.ipv6best.cn/pc/col/202311/02/node_01.html	484	福建日报	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
https://www-beian-gov-cnx45c89676d3868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	484	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202412/t20241224_96247.htm
http://pt.fjbz.org.cnx1e499673b3868.ipv6best.cn:8060/	482	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
http://www.acas.org.cnx7a729673b3868.ipv6best.cn/	482	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
https://27-151-80-61xe0769673b3868xx.ipv6best.cn:91/#/double-publicity-info	482	信用平潭	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
https://bszs-conac-cnxe1039673b3868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	482		https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
https://credit-xm-gov-cnxd4a49673b3868xx.ipv6best.cn/	482	信用厦门	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
https://fjrb-fjdaily-comx2d939673b3868xx.ipv6best.cn/pc/col/202311/02/node_01.html	482	福建日报	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
https://www-beian-gov-cnx45c89673b3868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	482	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zdlyxxgk/aqsc_1/aqjc/201905/t20190514_14007.htm
http://pt.fjbz.org.cnx1e49968413868.ipv6best.cn:8060/	477	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
http://www.acas.org.cnx7a72968413868.ipv6best.cn/	477	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
https://27-151-80-61xe076968413868xx.ipv6best.cn:91/#/double-publicity-info	477	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
https://bszs-conac-cnxe103968413868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	477		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
https://credit-xm-gov-cnxd4a4968413868xx.ipv6best.cn/	477	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
https://fjrb-fjdaily-comx2d93968413868xx.ipv6best.cn/pc/col/202311/02/node_01.html	477	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
https://www-beian-gov-cnx45c8968413868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	477	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/10qtwjdzjg/202101/t20210118_74806.htm
http://pt.fjbz.org.cnx1e49967743868.ipv6best.cn:8060/	475	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
http://www.acas.org.cnx7a72967743868.ipv6best.cn/	475	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
https://27-151-80-61xe076967743868xx.ipv6best.cn:91/#/double-publicity-info	475	信用平潭	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
https://bszs-conac-cnxe103967743868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	475		https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
https://credit-xm-gov-cnxd4a4967743868xx.ipv6best.cn/	475	信用厦门	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
https://fjrb-fjdaily-comx2d93967743868xx.ipv6best.cn/pc/col/202311/02/node_01.html	475	福建日报	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
https://www-beian-gov-cnx45c8967743868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	475	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/ldzc/fld/hdbd/202408/t20240808_92654.htm
http://pt.fjbz.org.cnx1e49968253868.ipv6best.cn:8060/	471	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
http://www.acas.org.cnx7a72968253868.ipv6best.cn/	471	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
https://27-151-80-61xe076968253868xx.ipv6best.cn:91/#/double-publicity-info	471	信用平潭	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
https://bszs-conac-cnxe103968253868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	471		https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
https://credit-xm-gov-cnxd4a4968253868xx.ipv6best.cn/	471	信用厦门	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
https://fjrb-fjdaily-comx2d93968253868xx.ipv6best.cn/pc/col/202311/02/node_01.html	471	福建日报	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
https://www-beian-gov-cnx45c8968253868xx.ipv6best.cn/portal/registerSystemInfo?recordcode=35012899001-19002	471	公安备案号：35012899001-19002	https://www.pingtan.gov.cn/zwgk/yw/ptyw/201510/t20151029_1796.htm
http://pt.fjbz.org.cnx1e499683e3868.ipv6best.cn:8060/	470	福建省标准信息服务平台	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
http://www.acas.org.cnx7a729683e3868.ipv6best.cn/	470	海峡两岸仲裁中心	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
https://27-151-80-61xe0769683e3868xx.ipv6best.cn:91/#/double-publicity-info	470	信用平潭	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
https://bszs-conac-cnxe1039683e3868xx.ipv6best.cn/sitename?method=show&amp;id=21E2BB13660E0D66E053012819ACFD9D	470		https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
https://credit-xm-gov-cnxd4a49683e3868xx.ipv6best.cn/	470	信用厦门	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
https://fjrb-fjdaily-comx2d939683e3868xx.ipv6best.cn/pc/col/202311/02/node_01.html	470	福建日报	https://www.pingtan.gov.cn/zwgk/zfxxgk/dfbmptlj/ptzhsyqbm/ptzhsyqczj/fdzdgknr/165fpjyyls/202103/t20210308_73268.htm
